sensor_id,timestamp,temperature,humidity,location,sensor_type
1039,2025-04-28 08:16:00,33.88,51.21,BuildingB_Floor1,TypeB
1007,2025-04-29 13:58:09,23.67,46.83,BuildingB_Floor1,TypeA
1074,2025-05-01 08:43:17,16.04,37.49,BuildingA_Floor1,TypeA
1095,2025-04-29 00:57:20,21.03,70.42,BuildingA_Floor2,TypeB
1000,2025-04-30 09:43:05,24.32,36.55,BuildingA_Floor2,TypeA
1014,2025-05-02 17:04:51,25.57,47.25,BuildingA_Floor1,TypeA
1025,2025-04-30 02:18:24,23.13,70.93,BuildingA_Floor1,TypeB
1021,2025-04-29 03:07:23,23.09,31.42,BuildingB_Floor2,TypeA
1093,2025-04-30 05:58:05,28.46,72.68,BuildingA_Floor1,TypeC
1080,2025-05-02 20:46:20,23.94,58.77,BuildingA_Floor2,TypeB
1040,2025-05-01 05:39:09,22.87,36.69,BuildingB_Floor1,TypeA
1080,2025-05-01 03:48:58,19.87,57.98,BuildingB_Floor1,TypeA
1071,2025-04-28 19:00:18,17.01,38.35,BuildingA_Floor1,TypeB
1009,2025-04-29 19:32:02,16.68,60.41,BuildingA_Floor1,TypeC
1034,2025-04-30 11:03:14,31.52,60.94,BuildingA_Floor1,TypeB
1061,2025-04-28 21:22:12,32.99,78.57,BuildingB_Floor2,TypeB
1004,2025-04-30 10:10:49,18.07,72.0,BuildingB_Floor2,TypeA
1009,2025-04-28 08:03:43,26.65,78.78,BuildingA_Floor2,TypeC
1028,2025-04-28 10:01:56,23.64,54.48,BuildingA_Floor1,TypeB
1071,2025-05-02 03:14:21,21.04,67.19,BuildingA_Floor1,TypeB
1079,2025-05-02 03:05:05,27.95,44.28,BuildingB_Floor2,TypeC
1060,2025-05-01 12:05:13,21.4,65.1,BuildingA_Floor2,TypeB
1048,2025-04-29 19:35:37,16.19,71.03,BuildingB_Floor2,TypeC
1022,2025-05-02 17:52:29,31.43,33.66,BuildingA_Floor2,TypeC
1095,2025-05-02 13:34:49,22.11,32.59,BuildingA_Floor2,TypeA
1065,2025-04-30 17:44:07,24.91,74.29,BuildingA_Floor2,TypeC
1085,2025-04-29 18:59:02,28.95,78.57,BuildingA_Floor2,TypeA
1091,2025-04-30 21:13:33,27.05,78.64,BuildingB_Floor1,TypeC
1068,2025-04-29 05:09:38,27.56,69.45,BuildingA_Floor2,TypeA
1037,2025-05-02 09:59:03,23.22,52.26,BuildingA_Floor2,TypeA
1055,2025-04-30 18:12:51,21.51,61.42,BuildingA_Floor1,TypeB
1028,2025-04-30 14:20:58,25.59,46.56,BuildingB_Floor1,TypeB
1093,2025-05-02 06:28:03,30.99,56.84,BuildingB_Floor1,TypeA
1027,2025-04-29 10:23:28,26.01,52.24,BuildingB_Floor1,TypeC
1080,2025-04-30 15:27:44,28.88,42.64,BuildingA_Floor1,TypeB
1061,2025-04-30 23:49:08,25.64,78.96,BuildingA_Floor1,TypeC
1007,2025-05-01 13:36:13,25.13,73.04,BuildingA_Floor1,TypeA
1047,2025-04-30 19:29:48,33.31,70.29,BuildingB_Floor1,TypeC
1043,2025-04-28 23:36:41,33.76,36.59,BuildingB_Floor1,TypeB
1059,2025-05-01 05:06:48,30.31,71.27,BuildingB_Floor1,TypeA
1017,2025-05-02 19:39:42,32.0,38.6,BuildingB_Floor2,TypeB
1084,2025-04-29 21:38:03,29.41,55.55,BuildingA_Floor1,TypeB
1031,2025-05-01 07:04:31,23.18,47.68,BuildingA_Floor2,TypeB
1070,2025-05-02 17:17:08,17.47,52.58,BuildingB_Floor2,TypeA
1015,2025-05-01 08:33:36,26.38,73.44,BuildingA_Floor2,TypeB
1007,2025-04-28 20:36:20,27.12,53.72,BuildingB_Floor2,TypeA
1050,2025-05-01 18:28:29,17.97,46.25,BuildingA_Floor2,TypeC
1004,2025-04-28 16:00:18,15.28,45.3,BuildingA_Floor2,TypeA
1092,2025-04-30 19:14:00,23.4,77.48,BuildingA_Floor1,TypeB
1050,2025-04-28 18:45:40,29.58,74.13,BuildingB_Floor2,TypeA
1009,2025-05-02 16:43:12,28.71,73.33,BuildingB_Floor2,TypeA
1089,2025-05-02 01:42:55,31.54,42.37,BuildingB_Floor2,TypeC
1021,2025-05-02 07:01:59,16.83,79.11,BuildingA_Floor1,TypeA
1080,2025-04-28 23:16:45,27.17,40.05,BuildingA_Floor2,TypeC
1100,2025-04-29 02:42:34,30.73,64.91,BuildingB_Floor1,TypeA
