hour_of_day,avg_temp
0,23.96526315789474
1,24.810243902439026
2,24.953673469387752
3,24.737948717948715
4,24.5958
5,25.519583333333333
6,24.944090909090914
7,23.640238095238093
8,24.670400000000004
9,24.028780487804873
10,23.946829268292685
11,25.64
12,26.33568181818181
13,24.318085106382984
14,24.93333333333333
15,24.86073170731707
16,24.041219512195127
17,25.108181818181823
18,23.60484848484849
19,24.28938775510204
20,24.033437499999998
21,25.551875
22,25.960526315789476
23,24.962790697674414
